id;types;prepro_komposisi;cleaned_names;summary;;;
9596;tablet;kombinasi-valsartan blend 32%;she asian genuine black color softlens planono minus;she asian genuine black color softlens planono minus tablet kombinasi-valsartan blend 32% softlens she asian penggunaan 6 bulan  spesifikasi produk base curve 8  6 mm diameter 14  5 mm kadar air water content 55 masa pakai recommended usage 6 bulan monthly warna color black ukuran power range plano no minus isi content 2 buah 1 pasang;;;
9597;tablet;kombinasi-valsartan blend 32%;she gemini brown color softlens planono minus;she gemini brown color softlens planono minus tablet kombinasi-valsartan blend 32% softlens she gemini penggunaan 6 bulan  spesifikasi produk base curve 8  6 mm diameter 15 mm kadar air water content 55 masa pakai recommended usage 6 bulan monthly warna color brown ukuran power range plano no minus isi content 2 buah 1 pasang;;;
9598;tablet;kombinasi-valsartan blend 32%;she identity blue color softlens planono minus;she identity blue color softlens planono minus tablet kombinasi-valsartan blend 32% softlens she identity penggunaan 6 bulan  spesifikasi produk base curve 8  6 mm diameter 14  5 mm kadar air water content 55 masa pakai recommended usage 6 bulan monthly warna color blue ukuran power range plano no minus isi content 2 buah 1 pasang;;;
9599;tablet;kombinasi-valsartan blend 32%;she saeg creamy beige color softlens planono minus;she saeg creamy beige color softlens planono minus tablet kombinasi-valsartan blend 32% softlens she saeg penggunaan 6 bulan  spesifikasi produk base curve 8  6 mm diameter 14  5 mm kadar air water content 55 masa pakai recommended usage 6 bulan monthly warna color warna creamy beige ukuran power range plano no minus isi content 2 buah 1 pasang;;;
9600;tablet;kombinasi-valsartan blend 32%;top luna natural aqua color softlens planono minus;top luna natural aqua color softlens planono minus tablet kombinasi-valsartan blend 32% softlens top gel luna natural penggunaan 6 bulan  spesifikasi produk base curve 8  80 mm diameter 14  5 mm kadar air water content 38 masa pakai recommended usage 6 bulan monthly warna color warna natural aqua ukuran power range plano no minus isi content 2 buah 1 pasang;;;
9601;tablet;kombinasi-valsartan blend 32%;urara story blue color softlens planono minus;urara story blue color softlens planono minus tablet kombinasi-valsartan blend 32% softlens urara story penggunaan maksimal 1 bulan  spesifikasi produk base curve 8  6 mm diameter 14  2 mm kadar air water content 55 masa pakai recommended usage 1 bulan 1 month warna color blue ukuran power range plano no minus isi content 2 buah 1 pasang;;;
9602;tablet;kombinasi-valsartan blend 32%;bauschlomb renu fresh multipurpose solution;bauschlomb renu fresh multipurpose solution tablet kombinasi-valsartan blend 32% cairan pembersih lensa kontak membunuh bakteri jamur , kelembaban seimbang , menjaga kenyamanan pengguanaan lensa kontak;;;
9603;tablet;kombinasi-valsartan blend 32%;x comfort extra;x comfort extra tablet kombinasi-valsartan blend 32% cairan pembersih kontak lensa softlens membersihkan , menghilangkan timbunan lemak , protein , debu kotoran melekat softlens;;;
9604;tablet;kombinasi-valsartan blend 32%;bauschlomb biotrue multipurpose solution;bauschlomb biotrue multipurpose solution tablet kombinasi-valsartan blend 32% cairan pembersih perendam lensa kontak softlens mengandung disinfektan mata sehat nyaman;;;
9605;tablet;kombinasi-valsartan blend 32%;x contacts moisturizing and comfort;x contacts moisturizing and comfort tablet kombinasi-valsartan blend 32% pelumas lensa kontak berhasil menjaga kelembaban lensa kontak meningkatkan kenyamanan mata memperpanjang pemakaian lensa kontak;;;
9606;tablet;kombinasi-valsartan blend 32%;bauschlomb renu fresh multipurpose solution;bauschlomb renu fresh multipurpose solution tablet kombinasi-valsartan blend 32% cairan pembersih lensa kontak membunuh bakteri jamur , kelembaban seimbang , menjaga kenyamanan pengguanaan lensa kontak;;;
9607;tablet;kombinasi-valsartan blend 32%;optifree pure moist multi purpose solution;optifree pure moist multi purpose solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9608;tablet;kombinasi-valsartan blend 32%;x comfort extra;x comfort extra tablet kombinasi-valsartan blend 32% membersihkan partikel menyebakan iritasi tidak nyaman mata;;;
9609;tablet;kombinasi-valsartan blend 32%;aquas solusi multiguna;aquas solusi multiguna tablet kombinasi-valsartan blend 32% larutan multiguna lensa kontak lunak membersihkan protein , kotoran debu lensa kontak lunak , membunuh bakteri permukaan lensa , membilas merendam lensa kontak lunak;;;
9610;tablet;kombinasi-valsartan blend 32%;aquas solusi multiguna;aquas solusi multiguna tablet kombinasi-valsartan blend 32% larutan multiguna lensa kontak lunak membersihkan protein , kotoran debu lensa kontak lunak , membunuh bakteri permukaan lensa , membilas merendam lensa kontak lunak;;;
9611;tablet;kombinasi-valsartan blend 32%;bc be seen multi purpose solution with oxygen all in one solution;bc be seen multi purpose solution with oxygen all in one solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan , membilas , menghilangkan protein , merendam , membasahi lensa kontak anda;;;
9612;tablet;kombinasi-valsartan blend 32%;bauschlomb renu fresh multipurpose solution for colour;bauschlomb renu fresh multipurpose solution for colour tablet kombinasi-valsartan blend 32% cairan pembersih lensa kontak membunuh bakteri jamur , kelembaban seimbang , menjaga kenyamanan pengguanaan lensa kontak warna;;;
9613;tablet;kombinasi-valsartan blend 32%;bc be seen multi purpose solution with oxygen all in one solution;bc be seen multi purpose solution with oxygen all in one solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan , membilas , menghilangkan protein , merendam , membasahi lensa kontak anda;;;
9614;tablet;kombinasi-valsartan blend 32%;bc be seen multi purpose solution with oxygen all in one solution;bc be seen multi purpose solution with oxygen all in one solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan , membilas , menghilangkan protein , merendam , membasahi lensa kontak anda;;;
9615;tablet;kombinasi-valsartan blend 32%;blink contact eye;blink contact eye tablet kombinasi-valsartan blend 32% cairan tetes mata menjaga kelembaban lensa , meningkatkan kenyamanan pemakaian lensa lensa kontak harian disposible;;;
9616;tablet;kombinasi-valsartan blend 32%;blink n clean lens;blink n clean lens tablet kombinasi-valsartan blend 32% cairan tetes mata melumasi lensa , meningkatkan kelembaban , menghilangkan mencegah melekatnya kotoran penumpukan protein softlens kontak lens pengguna softlens;;;
9617;tablet;kombinasi-valsartan blend 32%;brilliant multipurpose solution;brilliant multipurpose solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan protein , kotoran debu lensa kontak lunak , membunuh bakteri permukaan lensa , membilas merendam lensa kontak lunak;;;
9618;tablet;kombinasi-valsartan blend 32%;colorcon eye buy get;colorcon eye buy get tablet kombinasi-valsartan blend 32% untuk membasahi , melembabkan , melegakan , kekeringan iritasi akibat penggunaan lensa kontak;;;
9619;tablet;kombinasi-valsartan blend 32%;complete multi purpose solution;complete multi purpose solution tablet kombinasi-valsartan blend 32% ;;;
9620;tablet;kombinasi-valsartan blend 32%;complete multi purpose solution;complete multi purpose solution tablet kombinasi-valsartan blend 32% membersihkan , membilas , menghilangkan protein menyimpan lensa kontak lunak hidrofilik;;;
9621;tablet;kombinasi-valsartan blend 32%;fresh eye no rub multipurpose solution;fresh eye no rub multipurpose solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan protein , kotoran debu lensa kontak lunak , membunuh bakteri permukaan lensa , membilas merendam lensa kontak menggosok lensa kontak;;;
9622;tablet;kombinasi-valsartan blend 32%;fresh eye premium no rub multi purpose solution;fresh eye premium no rub multi purpose solution tablet kombinasi-valsartan blend 32% ;;;
9623;tablet;kombinasi-valsartan blend 32%;fresh eye premium no rub multi purpose solution;fresh eye premium no rub multi purpose solution tablet kombinasi-valsartan blend 32% ;;;
9624;tablet;kombinasi-valsartan blend 32%;freshkon clear multipurpose solution;freshkon clear multipurpose solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan , membilas , menghilangkan protein , mendisinfeksi , melumasi menyimpan lensa kontak hidrofilik , lensa kontak kosmetik silikon hidrogel;;;
9625;tablet;kombinasi-valsartan blend 32%;freshkon clear refreshing;freshkon clear refreshing tablet kombinasi-valsartan blend 32% cairan tetes mata menjaga kelembaban lensa , meningkatkan kenyamanan pemakaian lensa lensa kontak harian disposible;;;
9626;tablet;kombinasi-valsartan blend 32%;ibrillen lens cleaner;ibrillen lens cleaner tablet kombinasi-valsartan blend 32% ;;;
9627;tablet;kombinasi-valsartan blend 32%;ice allin multipurpose contact lens solution;ice allin multipurpose contact lens solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan , melepaskan menghancurkan timbunan lemak , protein , kotoran debu lensa kontak lunak , membunuh bakteri permukaan lensa , membilas merendam lensa kontak lunak;;;
9628;tablet;kombinasi-valsartan blend 32%;illustro aquasoft solution;illustro aquasoft solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9629;tablet;kombinasi-valsartan blend 32%;illustro aquasoft solution;illustro aquasoft solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9630;tablet;kombinasi-valsartan blend 32%;illustro aquasoft solution;illustro aquasoft solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9631;tablet;kombinasi-valsartan blend 32%;illustro premium solution;illustro premium solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9632;tablet;kombinasi-valsartan blend 32%;illustro premium solution;illustro premium solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9633;tablet;kombinasi-valsartan blend 32%;ilook multi purpose solution;ilook multi purpose solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan , melepaskan menghancurkan timbunan lemak , protein , kotoran debu lensa kontak lunak , membunuh bakteri permukaan lensa , membilas merendam lensa kontak lunak;;;
9634;tablet;kombinasi-valsartan blend 32%;nice look multi purpose solution;nice look multi purpose solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan protein , kotoran debu lensa kontak lunak , membunuh bakteri permukaan lensa , membilas merendam lensa kontak lunak;;;
9635;tablet;kombinasi-valsartan blend 32%;nice look solusi multiguna;nice look solusi multiguna tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan protein , kotoran debu lensa kontak lunak , membunuh bakteri permukaan lensa , membilas merendam lensa kontak lunak;;;
9636;tablet;kombinasi-valsartan blend 32%;o comfort;o comfort tablet kombinasi-valsartan blend 32% cairan tetes mata menjaga kelembaban lensa , meningkatkan kenyamanan pemakaian lensa lensa kontak harian disposible;;;
9637;tablet;kombinasi-valsartan blend 32%;o oxygen multi purpose solution;o oxygen multi purpose solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9638;tablet;kombinasi-valsartan blend 32%;omega all in one multi purpose solution;omega all in one multi purpose solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9639;tablet;kombinasi-valsartan blend 32%;omega moisture blast multi purpose solution;omega moisture blast multi purpose solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9640;tablet;kombinasi-valsartan blend 32%;oxifive multi purpose solution;oxifive multi purpose solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9641;tablet;kombinasi-valsartan blend 32%;oxifive multi purpose solution;oxifive multi purpose solution tablet kombinasi-valsartan blend 32% cairan pembersih contact lens manfaat cleans membersihkan , lubricates melembabkan , desinfects mematikan kuman , protein removes membersihkan protein pengotor , stores mempertahankan kualitas softlens penyimpanan;;;
9642;tablet;kombinasi-valsartan blend 32%;polylab moisture rich multi purpose solution;polylab moisture rich multi purpose solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan , melepaskan menghancurkan timbunan lemak , protein , kotoran debu lensa kontak lunak , membilas merendam lensa kontak lunak;;;
9643;tablet;kombinasi-valsartan blend 32%;polylab moisture rich multi purpose solution;polylab moisture rich multi purpose solution tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan , melepaskan menghancurkan timbunan lemak , protein , kotoran debu lensa kontak lunak , membilas merendam lensa kontak lunak;;;
9644;tablet;kombinasi-valsartan blend 32%;spex symbol solution sol;spex symbol solution sol tablet kombinasi-valsartan blend 32% larutan serbaguna lensa kontak lunak membersihkan , melepaskan menghancurkan timbunan lemak , protein , kotoran debu lensa kontak lunak , membunuh bakteri permukaan lensa , membilas merendam lensa kontak lunak;;;
9645;tablet;kombinasi-valsartan blend 32%;x bio multipurpose contact lens solution;x bio multipurpose contact lens solution tablet kombinasi-valsartan blend 32% x2 bio mps diindikasikan penggunaan lensa kontak perawatan harian , menghilangkan protein deposit , pembilasan , desinfeksi kimia panas cairan solution penyimpanan lensa kontak lunak;;;
9646;tablet;kombinasi-valsartan blend 32%;serenity hearing aid srbte;serenity hearing aid srbte tablet kombinasi-valsartan blend 32% ;;;
9647;tablet;kombinasi-valsartan blend 32%;serenity hearing aid srp;serenity hearing aid srp tablet kombinasi-valsartan blend 32% ;;;
9648;tablet;captopril;vapril;vapril tablet captopril hipertensi tunggal kombinasi obat antihipertensi , gagal jantung kongestif;;;
9649;kaplet;valsartan amlodipine besilate;vardipin;vardipin kaplet valsartan amlodipine besilate hipertensi;;;
9650;kaplet;valsartan amlodipine besilate;vardipin;vardipin kaplet valsartan amlodipine besilate hipertensi;;;
9651;kaplet;valsartan amlodipine besilate;vardipin;vardipin kaplet valsartan amlodipine besilate hipertensi;;;
9652;tablet;amlodipine besilate;vasgard;vasgard tablet amlodipine besilate diindikasikan pengobatan lini hipertensi agen tunggal mengontrol tekanan darah pasien  pasien tidak terkontrol obat antihipertensi tunggal amlodipin memperoleh manfaat penambahan amlodipin , kombinasi diuretik thiazide , blocker , adrenoceptor blocking agent , ace inhibitor  pengobatan lini iskemia miokard obstruksi angina stabil vasospasme vasokonstriksi angina prinzmetal varian pembuluh darah koroner  dapat presentasi klinis vasospastik vasokonstriksi dikonfirmasi  sebagai monoterapi kombinasi obat antiangina pasien angina refrakter nitrat penyekat dosis memadai;;;
9653;tablet;ramipril;vivace;vivace tablet ramipril hipertensi  infark miokard akut , tanda - tanda klinis gagal jantung kongestif;;;
9654;tablet;lercanidipine hydrochloride;zanidip;zanidip tablet lercanidipine hydrochloride hipertensi esensial ringan -;;;
9655;tablet;nifedipine;zendalat;zendalat tablet nifedipine pengobatan profilaksis insufisiensi koroner kronik , angina pektoris infark jantung , obat pelengkap hipertensi;;;
9656;tablet;nifedipine;zendalat;zendalat tablet nifedipine pengobatan profilaksis insufisiensi koroner kronik , angina pektoris infark jantung , obat pelengkap hipertensi;;;
9657;kaplet;amlodipine besilate;zevask;zevask kaplet amlodipine besilate diindikasikan pengobatan lini hipertensi agen tunggal mengontrol tekanan darah pasien  pasien tidak terkontrol obat antihipertensi tunggal amlodipin memperoleh manfaat penambahan amlodipin , kombinasi diuretik thiazide , blocker , adrenoceptor blocking agent , ace inhibitor  pengobatan lini iskemia miokard obstruksi angina stabil vasospasme vasokonstriksi angina prinzmetal varian pembuluh darah koroner  dapat presentasi klinis vasospastik vasokonstriksi dikonfirmasi  sebagai monoterapi kombinasi obat antiangina pasien angina refrakter nitrat penyekat dosis memadai;;;
9658;kaplet;amlodipine besilate;zevask;zevask kaplet amlodipine besilate diindikasikan pengobatan lini hipertensi agen tunggal mengontrol tekanan darah pasien  pasien tidak terkontrol obat antihipertensi tunggal amlodipin memperoleh manfaat penambahan amlodipin , kombinasi diuretik thiazide , blocker , adrenoceptor blocking agent , ace inhibitor  pengobatan lini iskemia miokard obstruksi angina stabil vasospasme vasokonstriksi angina prinzmetal varian pembuluh darah koroner  dapat presentasi klinis vasospastik vasokonstriksi dikonfirmasi  sebagai monoterapi kombinasi obat antiangina pasien angina refrakter nitrat penyekat dosis memadai;;;
9659;kaplet;amlodipine besilate;zevask;zevask kaplet amlodipine besilate diindikasikan pengobatan lini hipertensi agen tunggal mengontrol tekanan darah pasien  pasien tidak terkontrol obat antihipertensi tunggal amlodipin memperoleh manfaat penambahan amlodipin , kombinasi diuretik thiazide , blocker , adrenoceptor blocking agent , ace inhibitor  pengobatan lini iskemia miokard obstruksi angina stabil vasospasme vasokonstriksi angina prinzmetal varian pembuluh darah koroner  dapat presentasi klinis vasospastik vasokonstriksi dikonfirmasi  sebagai monoterapi kombinasi obat antiangina pasien angina refrakter nitrat penyekat dosis memadai;;;
9660;tablet;atorvastatin calcium;atorvastatin;atorvastatin tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9661;tablet;atorvastatin calcium;atorvastatin;atorvastatin tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9662;tablet;simvastatin;simvastatin;simvastatin tablet menurunkan kadar kolesterol total , ldl , trigliserida , meningkatkan kadar hdl darah;;;
9663;tablet;simvastatin;simvastatin;simvastatin tablet menurunkan kadar kolesterol total , ldl , trigliserida , meningkatkan kadar hdl darah;;;
9664;tablet;simvastatin;simvastatin;simvastatin tablet menurunkan kadar kolesterol total , ldl , trigliserida , meningkatkan kadar hdl darah;;;
9665;tablet;atorvastatin calcium;atorvastatin;atorvastatin tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9666;tablet;atorvastatin calcium;atorvastatin;atorvastatin tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9667;kapsul;gemfibrozil;gemfibrozil;gemfibrozil kapsul pengobatan hiperkolesterolemia , mencegah resiko timbulnya penyakit jantung koroner menurunkan ldl menaikkan hdl , pengobatan hipertrigliseridemia;;;
9668;kapsul;gemfibrozil;gemfibrozil;gemfibrozil kapsul pengobatan hiperkolesterolemia , mencegah resiko timbulnya penyakit jantung koroner menurunkan ldl menaikkan hdl , pengobatan hipertrigliseridemia;;;
9669;kapsul;fenofibrate;fenofibrate;fenofibrate kapsul hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9670;kapsul;fenofibrate;fenofibrate;fenofibrate kapsul hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9671;kapsul;fenofibrate;fenofibrate;fenofibrate kapsul hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9672;tablet;atorvastatin calcium;lipitor;lipitor tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9673;tablet;atorvastatin calcium;lipitor;lipitor tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9674;tablet;atorvastatin calcium;lipitor;lipitor tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9675;tablet;atorvastatin;lipitor;lipitor tablet atorvastatin sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9676;tablet;atorvastatin;lipitor;lipitor tablet atorvastatin sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9677;tablet;atorvastatin calcium trihydrate;lipitor;lipitor tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9678;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9679;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9680;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9681;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9682;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9683;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9684;kapsul;fenofibrate;evothyl;evothyl kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9685;kapsul;fenofibrate;evothyl;evothyl kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9686;tablet;atorvastatin calcium trihydrate;atorvastatin;atorvastatin tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9687;kapsul;fenofibrate;fenofibrate;fenofibrate kapsul hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9688;kapsul;fenofibrate;fenofibrate;fenofibrate kapsul hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9689;kapsul;gemfibrozil;hypofil;hypofil kapsul gemfibrozil hiperkolesterolemia , hipertrigliseridemia , dislipidemia campuran;;;
9690;;;;;;;
9691;;;;;;;
9692;;;;;;;
9693;;;;;;;
9694;;;;;;;
9695;tablet;atorvastatin calcium;lipitor;lipitor tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9696;tablet;atorvastatin calcium;lipitor;lipitor tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9697;tablet;atorvastatin;lipitor;lipitor tablet atorvastatin sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9698;tablet;atorvastatin;lipitor;lipitor tablet atorvastatin sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9699;tablet;atorvastatin calcium;lipitor;lipitor tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9700;tablet;atorvastatin calcium;lipitor;lipitor tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9701;tablet;atorvastatin;lipitor;lipitor tablet atorvastatin sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
